0.007
0.007
0.008
0.009
0.009
0.010
0.011
0.012
0.013
0.014
0.016
0.017
0.019
0.021
0.023
0.025
0.028
0.031
0.035
0.039
0.044
0.049
0.056
0.063
0.072
0.083
0.096
0.111
0.129
0.151
0.177
0.210
0.251
0.302
0.367
0.449
0.556
0.696
0.880
1.128
1.464
1.925
2.563
3.448
4.668
6.310
8.411
10.869
13.380
15.513
16.975
17.797
18.287
18.825
19.726
20.881
22.228
23.862
27.419
34.798
36.895
23.853
12.573
8.589
6.719
5.374
4.340
3.534
2.900
2.399
2.000
1.681
1.423
1.214
1.043
