0.007
0.007
0.008
0.009
0.009
0.010
0.011
0.012
0.014
0.015
0.017
0.020
0.023
0.028
0.035
0.045
0.058
0.077
0.103
0.141
0.193
0.264
0.362
0.494
0.678
0.944
1.405
2.949
10.186
13.109
13.967
15.712
17.889
19.211
19.731
18.017
14.882
15.319
16.378
17.639
18.963
20.342
21.868
23.737
26.177
29.111
31.907
33.874
34.937
35.421
35.462
35.049
34.329
33.617
33.229
33.074
33.104
33.423
35.679
41.796
42.697
28.560
16.315
11.512
8.966
7.080
5.620
4.484
3.598
2.905
2.363
1.938
1.603
1.338
1.127
